Model,Group,mn_ksn,std_ksn,stde_ksn,mn_ksnqr,std_ksnqr,stde_ksnqr,mn_ksnqp,std_ksnqp,stde_ksnqp,mn_E,std_E,stde_E,p25_E,p75_E,mn_R,mn_P,cr,sr,U,perc_E_std,perc_U,int_qrt_E
gc2u_Area,gcu_A,363.2437551895465,55.73022113598392,2.4923312572231118,461.8703418408418,115.98968003267451,5.187216184830205,508.390545043061,116.46954901814976,5.208676578266535,1993.043419841725,91.83256168821737,1.367592094237513,1989.2778987677048,2008.0169288901745,5.600389775388277,6.46877472384566,1.9506473478180404,1.9506473478180404,2000,4.607654844544738,-0.3478290079137537,18.739030122469785
gc4u_Area,gcu_A,393.96886886474795,51.005869142772724,2.2810518130939745,540.004257800361,115.64601607968861,5.171847065624349,585.2953815087794,115.46624852567281,5.163807616205785,3990.0522659315316,180.6579023739572,2.6903999464479305,3983.6166133707593,4015.322565301721,6.272240654703805,7.107861351818513,2.0116971584311774,2.0116971584311774,4000,4.527707667302453,-0.2486933517117109,31.705951930961874
gc8u_Area,gcu_A,413.1556282507402,94.00711109770374,4.204125815656808,584.9249649691955,192.73348437898804,8.619303452236222,630.659308658568,194.70436062015392,8.707443717245946,7762.176811512826,5814.428767164532,86.58983990317716,3309.536953498901,9041.833453115758,7.14034557591962,7.933631271762164,2.0514054544015026,2.0514054544015026,8000,74.90719302529409,-2.9727898560896735,5732.296499616858
gc025l_Area,gcl_A,168.23040959992016,0.49146236648207825,0.02197886519673682,122.5636701073016,0.4552380406754074,0.020358864097880503,161.52121363343784,0.5376644523155992,0.02404508528925748,249.95906426342745,12.001775469606702,0.17873326135422168,247.46309237420974,252.11018933896412,1.4492938629596197,2.520115920617373,0.48773308450652314,0.48773308450652314,250,4.801496399009657,-0.016374294629019914,4.6470969647543825
gc05l_Area,gcl_A,187.74473465179977,0.6194893107959398,0.027704404205484316,148.78530394064327,0.5610076591220428,0.02508902523389835,189.08621574756015,0.6729503249391985,0.030095253440892394,499.16901918883764,23.38880339929737,0.34831155784537565,495.6002563845232,505.0837622185554,1.7149670906687438,2.7728330226806555,0.5079257677313994,0.5079257677313994,500,4.685547880616624,-0.1661961622324725,9.4835058340322
gc1l_Area,gcl_A,211.63271188755465,0.6360111989802912,0.02844328550742152,184.1250358354603,0.7192176648294581,0.03216439178354656,225.6601453104844,0.8007566959368505,0.03581092811105854,998.4271946671072,45.52584685266881,0.6779816123453086,993.9451563596776,1006.424993255041,2.066620840386457,3.107337621900742,0.5312801792129883,0.5312801792129883,1000,4.559756294283222,-0.15728053328928127,12.479836895363405
gc2l_Area,gcl_A,244.0170786932196,5.29881497145498,0.23697020952733883,239.60980506210404,8.799428531045168,0.3935224071713623,281.856431963817,9.016646785760418,0.4032367028413055,1997.120740620337,90.29566267325477,1.3447042328530041,1991.4975289070753,2010.5658470393792,2.553793037432561,3.5707518202560595,0.5591784045643067,0.5591784045643067,2000,4.521292120035142,-0.1439629689831463,19.06831813230383
gc4l_Area,gcl_A,285.85064291975397,9.819797663714928,0.43915470202720397,321.05579759685685,18.04242263193717,0.8068816696758436,363.49734113150765,18.369395173380447,0.8215043262647043,3988.3216707274682,181.56900352887422,2.703968279004585,3971.926461571275,4017.1560999358926,3.255691851850415,4.238421031229558,0.5923308875869433,0.5923308875869433,4000,4.55251653500045,-0.2919582318132939,45.229638364617585
gc8l_Area,gcl_A,334.9398836659975,9.76824953576624,0.43684939966308145,427.18707082235954,18.577871110612566,0.8308276536111843,469.43681799916993,18.973624436963924,0.8485262804120501,7985.353447539863,361.34031252130967,5.381164868417905,7962.995699232671,8034.240387685531,4.229467123689168,5.164708060155969,0.6294266307160471,0.6294266307160471,8000,4.525038433115717,-0.18308190575171468,71.24468845285992
gc025u_RO,gcu_R,297.54910016476913,44.60093647042474,1.9946145161603852,321.3909158625391,79.66912437644473,3.562911556272319,368.12725644330243,80.73146181376207,3.610420730770009,249.24593788292538,16.561857632511916,0.24664307678805192,247.22079224839035,252.8510797656963,4.01826447959457,4.96380516668818,1.58807844172793,1.58807844172793,250,6.644785376719469,-0.3016248468298499,5.630287517305959
gc05u_RO,gcu_R,313.6839105212706,42.25501099972713,1.8897015397078243,355.3436875447996,80.02155857442149,3.5786728927577522,401.83613057106624,80.62190258315313,3.6055210930259256,498.93528086022553,31.822859894739693,0.47391350963106116,494.8240916744908,503.79440337856073,4.324168440569618,5.254791063889439,1.631969176664309,1.631969176664309,500,6.378153863938662,-0.21294382795489356,8.970311704069957
gc1u_RO,gcu_R,331.59890935942633,39.423930541478725,1.7630917726195303,395.08848333261443,79.37630342116613,3.5498162050475313,441.1818725009287,79.54606534083395,3.5574081888948936,997.3024560562002,54.095622016021025,0.8056047184346732,992.4835793285638,1005.9312039354156,4.671737292872866,5.585409974492304,1.6794196029094912,1.6794196029094912,1000,5.424194203826629,-0.2697543943799815,13.447624606851832
gc2u_RO,gcu_R,351.8456575396119,35.702959761079164,1.5966849004742532,442.7562079483031,76.85737094334485,3.4371661200247243,488.222866284327,76.65737013476738,3.428221811954041,1994.067055539503,115.94659027687175,1.7267038760696034,1985.6038492438531,2007.8662710879144,5.075385638830357,5.969373541776171,1.7306315023672878,1.7306315023672878,2000,5.814578298897874,-0.29664722302485413,22.262421844061237
gc4u_RO,gcu_R,375.2133488852759,31.003035078222272,1.38649787887431,501.2180037985179,72.09922577468916,3.2243753991461976,545.7933168884485,71.56374638912371,3.2004280330127144,3990.1422295926636,192.14239949887312,2.861429777104867,3975.1470627872545,4021.089577557177,5.558372565639294,6.428806573587878,1.7865064528410406,1.7865064528410406,4000,4.81542733173419,-0.24644426018340937,45.94251476992258
gc8u_RO,gcu_R,403.1680264628182,25.217922667682128,1.1277797867254016,576.0863089975612,63.80615806752131,2.8534981364414853,619.3708001703818,63.07617952331476,2.8208525035022416,7977.3183174231945,373.2266073970417,5.558178365624012,7972.22763756654,8028.803018400323,6.161831005278093,7.002836066119654,1.8514238324798489,1.8514238324798489,8000,4.678597400104752,-0.2835210322100693,56.57538083378313
gc025l_RO,gcl_R,174.25267928880675,1.1921256480236333,0.053313479734036634,130.4558484817145,1.3260983106789446,0.05930491935051511,169.84893362268934,1.4583811954879884,0.06522078980437103,249.8303703564893,16.068981823668157,0.23930305439050475,245.742970123365,252.3256241566742,1.5293854911607083,2.59630170852322,0.5216622097648809,0.5216622097648809,250,6.4319569317128735,-0.0678518574042755,6.582654033309183
gc05l_RO,gcl_R,192.19867503846,0.8060170910886131,0.036046180134015574,155.1027289526481,0.7744018708213679,0.03463230450119179,195.66637121290879,0.9071165298480899,0.040567484485080914,499.0628973086853,24.006609475137203,0.3575120711443405,495.05656679430103,505.8754476284321,1.7783779541288534,2.833151519170315,0.5417396828827595,0.5417396828827595,500,4.810337455378575,-0.1874205382629384,10.81888083413105
gc1l_RO,gcl_R,214.2655444665149,0.7451124765066492,0.033322442967041656,188.24488184993558,0.8674514156764592,0.038793606652619786,229.88980323811293,0.9564050675548694,0.04277173490155933,998.4768947303427,46.26802544967192,0.689034310463649,993.1010435632742,1007.0503731089046,2.1072947203403256,3.146027952726494,0.5652539304052396,0.5652539304052396,1000,4.633860402164585,-0.15231052696573216,13.949329545630462
gc2l_RO,gcl_R,241.271061200215,0.7097328812176554,0.031740219365389226,232.83771780263078,0.9781098218149569,0.043742401020769005,275.39062595116786,1.0366117726335846,0.04635868779770502,1997.968548800246,91.28658247726948,1.359461243493684,1990.7101935757055,2012.2044571076913,2.542694588796612,3.5601946113085847,0.5924703387395943,0.5924703387395943,2000,4.5689699436002575,-0.1015725599876987,21.49426353198578
gc4l_RO,gcl_R,274.9923184597604,0.9711412520091353,0.04343075710493361,294.67996782312196,1.4058772311656782,0.06287274113811285,337.83189323554086,1.4824394805979413,0.06629670902292954,3989.8314903864252,183.1270937196713,2.7271717243606832,3970.418797565617,4021.860559888955,3.1369401603166276,4.125460521025689,0.6244593708841368,0.6244593708841368,4000,4.589845314543221,-0.25421274033936925,51.441762323338025
gc8l_RO,gcl_R,316.9255171441799,1.2674567077047791,0.05668238713931935,381.15320802665843,2.0162492095641715,0.09016940584331413,424.34725424019024,2.100301333317517,0.09392833109062824,7984.19348603137,363.60779876946333,5.414932806606273,7959.38374709749,8035.319727130081,3.950668057044137,4.899505228888299,0.6615811425814179,0.6615811425814179,8000,4.554095531447329,-0.19758142460786984,75.93598003259103
