STAID,FullComp,FullLen,FullStartY,FullStartM,FullStartD,FullStopY,FullStopM,FullStopD,FullMeanR,FullRC1,FullRS1,FullRC5,FullRS5,Full2_5,Full5,Full10,SlicedComp,SlicedLen,SlicedStartY,SlicedStartM,SlicedStartD,SlicedStopY,SlicedStopM,SlicedStopD,SlicedMeanR,SlicedRC1,SlicedRS1,SlicedRC5,SlicedRS5,Sliced2_5,Sliced5,Sliced10
1362200.0,1.0,20912.0,1963.0,10.0,1.0,2020.0,12.0,31.0,2.2138314134640096,0.43449594140927034,0.47412979591012705,0.4862828526869256,0.717107651267456,37.59735456248525,51.768665128345084,63.337081916802084,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,2.043164522285815,0.42454430779815355,0.4463779497828087,0.44729987144088607,0.5437689034057809,39.04340666104238,54.08234848603649,72.30260492785627
11046000.0,0.9325610029102306,33326.0,1923.0,3.0,1.0,2020.0,12.0,31.0,0.05409834249953093,0.20158803897671732,0.00044381395913084017,0.21944884022736108,0.0008665142610597628,5.796026096704826,10.619650464161158,15.09781632254237,0.9577002053388091,6996.0,1980.0,1.0,1.0,1999.0,2.0,25.0,0.09549452586156341,0.20978516310196324,0.00108423441344676,0.22819281418407095,0.002008270892765142,8.214235660230678,11.771178827744897,23.030567271674798
3467000.0,0.5173522416982296,11747.0,1946.0,8.0,1.0,2008.0,9.0,29.0,0.9632823232628037,0.4574052466412145,0.3521847088668212,0.4506182029378471,0.3350734941524045,23.858801355189968,27.52606738627703,30.287302986154355,0.0,0.0,,,,,,,,,,,,,,
3336000.0,1.0,29678.0,1939.0,10.0,1.0,2020.0,12.0,31.0,0.9225261958646321,0.6740574453487471,0.4925237773078097,0.8020267777946078,0.7313787362588967,8.273526681974502,9.759104677356664,11.118979919283415,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.9753188646331618,0.7187667989248001,0.5259960806566198,0.8946842780978872,0.8328130677543327,7.416462453869409,9.324858801783417,9.667684493025455
6285400.0,0.6929898254457202,7424.0,1958.0,6.0,1.0,1987.0,9.0,29.0,0.1865218258809507,0.5702365389344389,0.033596092794556415,1.087667980773668,0.14690177549894312,0.9068076712491193,1.126469156831204,1.7601080575487564,0.3872689938398357,2829.0,1980.0,1.0,1.0,1987.0,9.0,29.0,0.17908865675516875,,,,,,,
6804900.0,0.9998567129961312,6978.0,1990.0,8.0,28.0,2009.0,10.0,5.0,0.14106183358888014,0.25903676483202004,0.0051668611861091646,0.22641377783107494,0.0018808453515742859,7.7130795837385735,8.555312411847957,10.195450024482021,0.46707734428473646,3412.0,1990.0,8.0,28.0,1999.0,12.0,31.0,0.15738781005923438,,,,,,,
2464146.0,0.9469515296853427,13031.0,1981.0,2.0,5.0,2018.0,10.0,9.0,1.479570596269244,0.36880480306270136,0.19199935293003806,0.43031523331854027,0.37679346526082796,34.944673434960016,42.21192852984108,51.643897908303735,0.8451745379876797,6174.0,1981.0,2.0,5.0,1999.0,12.0,31.0,1.4964042036188479,0.3216744923593914,0.09156332574910313,0.45005131112505337,0.4308715014041039,30.151377521315055,40.511081592741256,93.08271419400853
2154500.0,1.0,33148.0,1930.0,4.0,1.0,2020.0,12.0,31.0,1.744140143352355,0.4181401108255918,0.2484675279449349,0.45470193119337493,0.3400795409405134,24.81041198278735,30.79614074786542,36.17462166721093,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.6736159141655995,0.39577304321420476,0.1804337119646276,0.44596620393668385,0.2858006710136054,22.554919984352136,28.10690028819266,43.89534427723916
3332500.0,1.0,18262.0,1931.0,10.0,1.0,1981.0,9.0,29.0,0.8231879182886768,0.9277062774169198,0.9109258590655994,0.7656740234677493,0.6179530721874481,7.311288996162818,8.020593152506972,8.893582883392083,0.08733744010951403,638.0,1980.0,1.0,1.0,1981.0,9.0,29.0,1.0984661822145136,,,,,,,
9019000.0,1.0,745.0,2018.0,12.0,18.0,2020.0,12.0,31.0,0.15973021423259792,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
2223056.0,0.9485658726300438,9756.0,1992.0,11.0,4.0,2020.0,12.0,31.0,0.6512317940171014,2.2956314203061083,1.3324124556878023,2.6921270399444537,1.4880228089916072,3.0983075092644032,3.2770560194142724,3.3366388561308953,0.32375085557837097,2365.0,1992.0,11.0,4.0,1999.0,12.0,31.0,0.7598951876709439,,,,,,,
2146110.0,0.9992216384510605,5135.0,2006.0,12.0,7.0,2020.0,12.0,31.0,0.9094143394742056,0.39357761472025476,0.2978753976506842,0.334709106478523,0.13503207426448127,35.28110600629418,36.73101447230627,73.30092800394453,0.0,0.0,,,,,,,,,,,,,,
8185100.0,1.0,5525.0,2005.0,11.0,16.0,2020.0,12.0,31.0,0.39409324202238205,0.29447302153835897,0.03241229339019131,0.2757291122880257,0.021429667782979996,19.76297998808741,29.063205864834433,45.9198652664384,0.0,0.0,,,,,,,,,,,,,,
3085500.0,0.9308330854717032,34425.0,1919.0,10.0,1.0,2020.0,12.0,31.0,1.11654813384531,0.4327939592870312,0.22417960722589275,0.4876280624703931,0.348166274098927,18.60014337715767,24.506697782921744,30.523312208669,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.0743992356404275,0.43880054050623785,0.21441319698397895,0.4931019394113729,0.3277769995049916,17.389483157342674,20.030923636939033,25.86410469604765
12143400.0,0.9834143681555868,21642.0,1960.0,10.0,1.0,2020.0,12.0,31.0,6.750417872558511,0.503566632231674,1.7475889388727777,0.5823507340670366,2.713788196849893,78.22982902186699,91.38151042264461,111.3357856514107,0.9500342231348392,6940.0,1980.0,1.0,1.0,1999.0,12.0,31.0,6.786641059321213,0.49202226735729415,1.7512647610491865,0.5527366767099137,2.504895418370861,81.17761968066198,92.7420291882423,124.26071392458873
9119000.0,1.0,30408.0,1937.0,10.0,1.0,2020.0,12.0,31.0,0.14924852481091247,0.5691155252180261,0.05963264052349782,0.679626155486238,0.09878109195577217,1.6408598519445206,2.095663397863926,2.6663972594098455,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.175001612111801,0.4308418765310705,0.03124222803005153,0.5380709553078578,0.07027293882130485,2.6663972594098455,3.406567736102211,3.4868271853821065
7319500.0,1.0,7304.0,1952.0,10.0,1.0,1972.0,9.0,29.0,0.07650950137519051,0.2581820608814456,0.00303722953531712,0.23334638403094998,0.0014551979934267895,5.003349872029039,5.566226732632306,7.8594287573122825,0.0,0.0,,,,,,,,,,,,,,
6348300.0,1.0,11780.0,1988.0,10.0,1.0,2020.0,12.0,31.0,0.068408711450442,0.34050439263426957,0.01101109669141352,0.3389488010041339,0.01078527287736247,3.252876728437761,4.541144739700241,5.958239552088967,0.5624914442162902,4109.0,1988.0,10.0,1.0,1999.0,12.0,31.0,0.059961064486570535,0.3030322345629366,0.005228793664076908,0.3368324382412655,0.009406551814895806,3.220670028156199,3.8648040337874385,4.831005042234298
2054500.0,1.0,28217.0,1943.0,10.0,1.0,2020.0,12.0,31.0,0.9079873425821956,0.39854576357358096,0.14933273332812289,0.4322548871111602,0.2070375915886031,20.161573878906538,22.825121253734558,25.340693774405462,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.904926496715042,0.3859611674347207,0.13454018771150086,0.41657537090473923,0.18310251708248568,20.235561305985094,21.715309847556217,25.303700060866184
8181400.0,0.9810485760399854,18843.0,1968.0,6.0,1.0,2020.0,12.0,31.0,0.2783110368928617,0.2529922430750202,0.013449854010566717,0.2458542309336408,0.010959931099542216,24.282282314570892,44.14960420831071,58.78204446020797,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.2789904448382201,,,,,,,
8105700.0,1.0,20258.0,1965.0,7.0,16.0,2020.0,12.0,31.0,0.3317465215550082,0.4263041031839723,0.08196574353939301,0.6111515941443975,0.2866282320261763,7.380087287017094,9.92098239102471,11.797925005542899,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.3372895828338958,0.5727527650827497,0.20960007761316488,0.8148753094647659,0.5312845465516375,6.103255576460502,6.345853601466255,6.55014667515531
3232500.0,1.0,29678.0,1939.0,10.0,1.0,2020.0,12.0,31.0,1.062353557912477,0.48603657127673644,0.47385073495868263,0.4441716257369955,0.33996490383423267,23.84307404435781,29.096632732097664,33.474598305214215,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.9757982532896677,0.49361493945298357,0.44706063040134963,0.4540137626308062,0.3322184918810574,21.28364801699737,24.988080425019064,29.635459264173548
3081000.0,1.0,29312.0,1940.0,10.0,1.0,2020.0,12.0,31.0,1.8844858487264442,0.7062166352022803,1.0048576706178443,0.8442652707532671,1.4953447914544795,14.900813130577038,16.92438034584059,20.603593464501586,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.894459824320693,0.6678203782478521,0.8448161159720653,0.8155498887561826,1.3329573776182098,14.164970506844838,15.084773786510087,17.844183625505835
11253310.0,1.0,19816.0,1966.0,10.0,1.0,2020.0,12.0,31.0,0.056581382434866455,0.25687166738924483,0.0022961678766950447,0.2899491098272435,0.0049936738391451385,3.656547391572225,5.464506935182936,10.177390239876026,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.08218647128947779,0.24889112222634463,0.0024740361321207893,0.31119537585953166,0.010106865975744768,5.362936174305929,10.177390239876026,13.630796109694238
1583500.0,0.991163262349703,27368.0,1944.0,9.0,1.0,2020.0,4.0,6.0,1.131113925829347,0.3094932066101337,0.03900186071215026,0.41190970935395277,0.15397439223062273,17.425192690098545,28.88500409890209,33.123564482980115,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.0832134415885704,0.32658559728756004,0.04391641550449956,0.4590288576121703,0.20131512156515025,16.326306664596835,28.88500409890209,30.140873842332617
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11105850.0,0.9790811018016538,17879.0,1933.0,10.0,1.0,1983.0,9.0,29.0,0.06356189575843581,0.19724295342126516,0.0005784414944339204,0.1399097382215267,1.7334850868544168e-05,8.791651621021817,15.059773610083669,20.215371782905105,0.18726899383983572,1368.0,1980.0,1.0,1.0,1983.0,9.0,29.0,0.23663445837892852,,,,,,,
11201456.0,0.9043695901553864,8672.0,1994.0,10.0,1.0,2020.0,12.0,31.0,0.33831959270169565,2.1244137945384796,0.9182241238172129,1.2247540917109103,0.5221046016402698,2.2914189833483185,2.3525234895709404,2.4136279957935627,0.23052703627652293,1684.0,1994.0,10.0,1.0,1999.0,12.0,31.0,0.41034361043372075,,,,,,,
11388500.0,1.0,11960.0,1941.0,1.0,1.0,1973.0,9.0,29.0,0.5323709386716544,0.5010263023468331,0.42111351216888326,0.41135855315207365,0.20670951681150865,18.87113388073092,23.375856161937655,35.063784242906486,0.0,0.0,,,,,,,,,,,,,,
1065500.0,1.0,29308.0,1916.0,7.0,5.0,1996.0,9.0,30.0,1.8338690742892882,0.6273236471677546,0.7440812339037333,0.8461663396971776,1.5361440580856272,15.047180485717691,18.448970248785628,24.209055982569378,0.8375085557837098,6118.0,1980.0,1.0,1.0,1996.0,9.0,30.0,1.8312685661360675,0.7368636049325071,1.0975156767563223,0.8237410929909178,1.407658069189337,15.172399740799944,17.17590782211603,18.448970248785628
8134250.0,0.9412613085092435,7179.0,2000.0,2.0,14.0,2020.0,12.0,31.0,0.004552843668181024,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
1161000.0,0.9778173419305168,40642.0,1907.0,3.0,17.0,2020.0,12.0,31.0,1.584737352424267,0.6197113975688509,0.6685188957081287,0.8544700860325624,1.4431188300635582,14.257040731065604,16.65940822433178,20.925294427327785,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.6194572773879738,0.7425163776375368,1.0022124159763757,1.0115905057415804,1.8709018074764836,12.797658608988025,15.222478134901545,20.22928141526002
14372500.0,1.0,18262.0,1941.0,10.0,1.0,1991.0,9.0,30.0,3.039275244821204,0.44579509850519666,0.9237039169598779,0.44532897704298047,0.9229931458294843,69.87171434014608,81.05118863456946,99.39251364885779,0.5874058863791923,4291.0,1980.0,1.0,1.0,1991.0,9.0,30.0,2.7938065349461954,0.5245600217426297,1.4176919415548632,0.49914590046316887,1.1885114457281722,57.29480575891979,58.34288147402198,70.7451107693979
1165500.0,0.9136733627062953,24470.0,1909.0,6.0,4.0,1982.0,9.0,30.0,1.4786235982111777,0.5106786387249527,0.5086642318236286,0.5706079444899617,0.7236663862991858,21.073002114976745,24.870610269972556,31.721197529964993,0.1374401095140315,1004.0,1980.0,1.0,1.0,1982.0,9.0,30.0,1.271165596199842,,,,,,,
11510700.0,1.0,22646.0,1959.0,1.0,1.0,2020.0,12.0,31.0,0.21931860237482867,1.9388783525457054,0.45400724122641356,0.9417935551969888,0.18427553925674453,1.2312292676749241,1.2907408864132395,1.3357052205710778,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.24377736825452037,2.654811033219311,0.6040939657922972,1.3861187078682,0.34037695964524534,1.2418091110061802,1.3039656905773096,1.3224804164070076
1487000.0,1.0,28400.0,1943.0,4.0,1.0,2020.0,12.0,31.0,1.228776157940828,0.47998689866078703,0.23124695005833643,0.5956173912524607,0.4615514579640469,12.27138900173882,14.882322831896015,18.79872357713181,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.1491647284576474,0.4509733158752162,0.16759849833636378,0.5871106094811599,0.397309997817109,11.031195432414153,14.882322831896015,18.66817688562395
1634500.0,1.0,30408.0,1937.0,10.0,1.0,2020.0,12.0,31.0,0.9242716943415307,0.351839991914751,0.10891913357086805,0.39548922815100435,0.18566762619624363,24.745462594477264,33.73538720745214,42.44727291487111,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.0279969311291701,0.3630464050322408,0.15079685270441884,0.38812326683133613,0.20652632629814205,26.78441456855404,39.666883859311866,55.607781111184856
4228500.0,1.0,23895.0,1955.0,8.0,1.0,2020.0,12.0,31.0,1.1360590696814337,1.3324513490603838,1.521715450465507,1.5323761887601925,1.8077895156188466,6.645930877997177,6.983859566708899,7.3217882554206195,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.1064356578388284,2.008665930585089,2.1829480277388944,2.0148588473307245,2.210018947208536,5.547662639684085,6.0263949486923565,6.195359293048217
6846500.0,1.0,27262.0,1946.0,5.0,13.0,2020.0,12.0,31.0,0.005611028172243835,0.2447790889388861,0.0001951784845664818,0.24259818496744112,0.00018261644700063968,0.5052866589701865,0.8870588013032162,1.2632166474254662,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.002287042932355393,,,,,,,
6918440.0,1.0,19938.0,1966.0,6.0,1.0,2020.0,12.0,31.0,0.9034167252419147,0.36358587074389237,0.11529344027591101,0.4144429871059356,0.20337758746399057,21.738404924127714,28.766063467438688,43.6952862796537,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.9869027029309144,0.3591739850790823,0.11683237145561023,0.4130391706506604,0.2138724449967742,22.68513612685355,28.766063467438688,29.712794670164516
2124742.0,0.9454545454545454,4316.0,2000.0,4.0,1.0,2012.0,9.0,29.0,0.5475272350787697,0.2897673696925625,0.029415492730241397,0.278147070761156,0.021570131834994028,21.66722295703093,28.438230131103094,33.10270173990836,0.0,0.0,,,,,,,,,,,,,,
8068275.0,1.0,7785.0,1999.0,9.0,9.0,2020.0,12.0,31.0,0.6546094742767097,0.2094509524513846,0.00616476364412118,0.27450057045430026,0.04584879400419593,51.666491853255074,134.23157197169212,164.11709176916318,0.015605749486652977,114.0,1999.0,9.0,9.0,1999.0,12.0,31.0,0.00020305802181748856,,,,,,,
6879900.0,1.0,11139.0,1964.0,4.0,1.0,1994.0,9.0,29.0,0.07936943079364175,0.35855225688078235,0.027872007706388036,0.2437016579788738,0.0030447538746926337,5.929608803832523,7.2292490896040364,8.799647768244611,0.7373032169746749,5386.0,1980.0,1.0,1.0,1994.0,9.0,29.0,0.08588216932918874,0.4041666399233616,0.04655266251372523,0.263560629352442,0.005031200203404302,5.306864500233675,6.904339018161157,8.799647768244611
6006000.0,0.5717649829271164,4856.0,1997.0,7.0,1.0,2020.0,9.0,30.0,1.207343296891982,1.310230940299331,1.4364601008129003,1.2182345674808293,1.2955224553644182,6.175346460986288,6.398551754756877,6.696158813117661,0.0754277891854894,551.0,1997.0,7.0,1.0,1999.0,10.0,31.0,1.737161926305,,,,,,,
12073500.0,0.8911650774731824,23926.0,1947.0,7.0,1.0,2020.0,12.0,31.0,1.7451568323446418,0.4550562751643148,0.3800142939672902,0.5188926879397328,0.5999826665946202,27.006212713904674,32.78210791861261,39.026318950729305,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,1.744772960958211,0.4420173033896732,0.37550204240213814,0.48075405222672857,0.5102133307506495,27.942844368722177,32.78210791861261,55.4173729100356
1117800.0,0.9824502355995769,20433.0,1964.0,1.0,23.0,2020.0,12.0,31.0,2.036189566047486,0.5635259162667846,0.5399826459573472,0.7527124749290796,1.1670188777877468,14.798178330257192,18.787486878304666,20.108271465158225,0.9500342231348392,6940.0,1980.0,1.0,1.0,1999.0,12.0,31.0,2.027225289566154,0.6957682666557176,0.9491806289660448,0.8183757851825667,1.3673447617789596,14.609494817849543,16.334601217005208,18.949215603225515
9060500.0,1.0,10226.0,1952.0,10.0,1.0,1980.0,9.0,29.0,0.6492985863974372,1.417365713957402,1.9365359674141784,1.0560085893367568,1.2915092477374062,7.510214417477806,7.884739545908458,8.43667131412205,0.03737166324435318,273.0,1980.0,1.0,1.0,1980.0,9.0,29.0,0.8283308797679654,,,,,,,
7260000.0,0.6842028669140653,18806.0,1945.0,10.0,1.0,2020.0,12.0,31.0,1.2181348098075886,0.30274825253818927,0.11604271770982037,0.30837469345777,0.12851616937035423,61.628041554346574,107.32973529127774,124.64098291890319,0.012594113620807666,92.0,1999.0,10.0,1.0,1999.0,12.0,31.0,1.1932630445339878,,,,,,,
9064000.0,0.756989086560024,20254.0,1947.0,10.0,1.0,2020.0,12.0,31.0,0.8413915904177006,0.7488138616629991,1.2300849818280561,0.5002078756215065,0.4086232098761454,15.73947348809807,17.27753278660928,18.50798022541825,1.0,7305.0,1980.0,1.0,1.0,1999.0,12.0,31.0,0.7901729640751127,0.8181393590418105,1.1897898766795894,0.5218755046497896,0.38092455222087834,11.919959563461896,13.739996400033496,15.072981125409877
