GRDC_NO,full_completeness,full_discharge,full_reported_runoff,full_hydrosheds_runoff,full_reported_c1,full_reported_s1,full_reported_c5,full_reported_s5,full_hydrosheds_c1,full_hydrosheds_s1,full_hydrosheds_c5,full_hydrosheds_s5,full_reported_2_5flood,full_reported_5flood,full_reported_10flood,full_hydrosheds_2_5flood,full_hydrosheds_5flood,full_hydrosheds_10flood,sliced_completeness,sliced_discharge,sliced_reported_runoff,sliced_hydrosheds_runoff,sliced_reported_c1,sliced_reported_s1,sliced_reported_c5,sliced_reported_s5,sliced_hydrosheds_c1,sliced_hydrosheds_s1,sliced_hydrosheds_c5,sliced_hydrosheds_s5,sliced_reported_2_5flood,sliced_reported_5flood,sliced_reported_10flood,sliced_hydrosheds_2_5flood,sliced_hydrosheds_5flood,sliced_hydrosheds_10flood
6503151,0.9356609762374539,57.003998991473374,2.577260864920617,2.5673193874391673,1.7261847161307238,3.3204584542297697,1.7890281285585499,3.4218141679569634,1.7261847161307244,3.3076501803758824,1.7890281285585499,3.408614926483402,9.994097331240189,10.245249607535321,11.073215698587129,9.955546288573812,10.205729774812344,11.030502085070893,0.975770020533881,59.359995931537604,2.6837800358371786,2.6734276733136197,1.8338485710818972,3.6708562408046093,1.670907067161376,3.3403749790728448,1.8338485710818968,3.6566963491334503,1.6709070671613766,3.327489879591435,10.081265934065934,10.672140659340657,12.42464552590267,10.042378648874061,10.630974145120934,12.376718932443705
6503160,0.9392772511848341,11.213738694418163,3.2954660652983994,3.9920355302749457,0.7882702210472713,2.3746160815528254,0.8918184198926937,3.0627313536739607,0.7882702210472713,2.87654358457573,0.8918184198926936,3.7101072022255615,27.824032653061227,32.31330612244898,34.068048979591836,33.705255871446234,39.14343634116193,41.269082818294194,0.8993839835728953,11.619,3.4145632653061226,4.136306551297898,0.7648973582888138,2.4464399000536847,0.8749679992789716,3.250216360423219,0.764897358288814,2.9635489518573723,0.8749679992789712,3.937221301872374,32.31330612244898,34.068048979591836,36.12431020408163,39.14343634116193,41.269082818294194,43.759980222496914
6503180,0.982648401826484,10.3090343866171,1.5848764608607073,1.4754026354210992,0.9199903609380137,1.0609253460355703,1.2748152599953597,1.791913843741836,0.9199903609380136,0.9876429426403683,1.2748152599953584,1.6681391091318738,8.185554448398577,9.823772241992883,11.560996441281139,7.620145105184694,9.145204571807188,10.762431671359948,0.9956194387405887,10.556494293963977,1.6229201192143905,1.5108184644666018,1.3070567079787783,1.7501707935524005,1.60518821763515,2.2222195978004993,1.307056707978779,1.629279420202831,1.6051882176351495,2.0687219048598333,7.786915302491104,8.118679003558718,8.201235587188611,7.24904157694219,7.557889017724035,7.6347430843134
6503201,0.9327342194478825,28.519898344198925,1.641651710152423,1.6242299234979811,1.8044650194575276,2.3525834291517342,1.8079300648271026,2.375648182440706,1.8044650194575267,2.327616984481415,1.8079300648271033,2.350436966477818,6.725154963357761,7.211378014656896,7.849563757495003,6.653785248170853,7.134848329048843,7.766261419814119,0.9932922655715264,29.846172546857773,1.7179942092261902,1.6997622490597268,2.6589346434575467,3.0712767895367183,2.320501118437211,2.807152625212638,2.6589346434575436,3.038683317576038,2.3205011184372117,2.777362131991414,6.25032911392405,6.663391339107261,6.708462091938707,6.183998418034408,6.592677081273482,6.6372695273877795
6503250,0.9406565095722471,20.937427397648392,2.800299887239661,2.856456224785759,0.8352273950571297,2.9628776415862523,0.7551525478296289,2.380543417117141,0.8352273950571302,3.0222942625370575,0.755152547829629,2.4282820897799997,28.515744891640868,33.26119133126935,36.700606811145505,29.087590715300802,33.928200852676454,37.43658929417337,0.8943189596167009,23.299800244910454,3.1162581132511815,3.1787505781782146,0.8674319928770471,3.4171281874710635,0.7668669725381059,2.637396939963644,0.867431992877046,3.4856542067050422,0.7668669725381057,2.6902864727878044,30.342583281733745,33.26119133126935,39.053602476780185,30.951063950734248,33.928200852676454,39.83677119848413
6503260,0.96609356257497,14.877240625776013,2.9823517170929175,3.2110756684163064,0.8731257063800126,2.58161411926556,0.9182985531158865,2.870469798222939,0.8731257063800127,2.7796045101260485,0.9182985531158857,3.0906132476494834,21.938383294663574,23.09165290023202,30.902533642691417,23.62089233075194,24.86260904321759,33.27252560579565,0.9923340177960301,15.213168299075734,3.0496931346639067,3.2835816663505955,1.0192669873092945,3.36906612316496,0.9735473581749094,3.139591155628747,1.0192669873092952,3.6274481615890677,0.9735473581749099,3.3803741895478114,21.938383294663574,22.82663944315545,27.00711647331787,23.62089233075194,24.577271046714962,29.07835923057707
6503280,0.989908073541167,48.77026506510548,1.9391398534860163,1.9682147235392187,1.105618715415702,1.895287279250097,1.09341397578648,1.8622839413160568,1.1056187154157024,1.923704637213539,1.093413975786481,1.8902064573215884,10.828389139438565,11.84141224114128,12.695153980671881,10.990746695315055,12.018958755663506,12.885501237797188,0.9915126625598905,51.63526080353445,2.053054088092672,2.0838369533492345,1.1995534000720358,2.2504289282413303,1.1124937098136642,2.0177474148991856,1.1995534000720367,2.284171171501903,1.1124937098136645,2.048000902693226,11.016974137137598,12.434721398987575,12.786921675103544,11.182159278807978,12.621163809612778,12.978644868980334
6503281,0.9913569144684252,31.641289522753617,1.7064965135867118,1.7433884412766483,1.6955463875547159,2.984384218750462,1.2114248425487477,2.014389155998698,1.6955463875547139,3.04890218636454,1.2114248425487477,2.0579372666984974,9.239083146067415,9.678094382022472,9.918310112359551,9.438818442701358,9.887320451501818,10.132729290223837,0.9946611909650924,33.89639443985686,1.8281201495653143,1.8676414001681227,1.9990297702054636,3.6147635838593115,1.2587180569267495,2.2163241241078127,1.9990297702054627,3.6929094198983625,1.258718056926749,2.2642377697983034,9.241456179775282,9.618714606741573,9.918310112359551,9.441242777884064,9.826656973407308,10.132729290223837
6503282,0.956051763511799,22.839823398269544,1.7619292335807937,1.7911960984029125,2.9973346440670183,4.043604441764035,1.8511480956572188,2.8909309024720633,2.9973346440670166,4.110771512004823,1.8511480956572182,2.9389512669226767,7.63128,7.908608571428572,8.128774285714286,7.758040845965327,8.039976037033675,8.26379885631297,0.9838466803559206,24.68938875747878,1.9046099898626487,1.936246880862455,3.5553395123252827,4.461507824411408,2.210219123290967,3.3781208707666224,3.5553395123252853,4.535616559263672,2.210219123290969,3.43423379800183,7.6050514285714295,7.844965714285714,7.920179999999999,7.731376599800309,7.975276027956794,8.051739675047655
6503290,0.9869246305942383,27.74612473071952,1.8772632550776556,1.7996135250613061,0.3106550212816447,0.05691098927030517,0.5036892849324429,0.4892139320234688,0.31065502128164435,0.054556965166413715,0.5036892849324427,0.46897844846030273,25.180965387627253,37.564852623335945,45.4085111981206,24.13939854365288,36.01104781923279,43.530267097064794,0.9891854893908282,26.665472322169943,1.8041478532775905,1.7295224147102193,0.5439495641981804,0.4949549876916829,0.670532222930375,0.8935970908321634,0.5439495641981804,0.47448203534440286,0.6705322229303753,0.8566350011205408,17.872215505090058,18.939935473766642,20.984171652310103,17.132962390210945,18.156517979130697,20.116197883041817
