,GRDC_NO,R_AREA,H_AREA,START,END,LENGTH,MIN_Z,MN_Z,MAX_Z,E_NORM_CRLF,ERR_HI,BW,BE,BN,BS,CX,CY,R_Q,H_Q,R_R,H_R,MIN_R,MN_R,MAX_R
50,1286200,1600.0,1580.2,1955,1983,29,1113.0,1840.4714324034335,2784.0,0.0,0.0,34.3083333333326,34.79583333333244,-8.77625732421916,-9.408333333333758,34.52555165527632,-9.1356446355113,17.396,9.7,0.939384,0.5303632451588406,51.0,209.71998393789318,803.0
51,1286600,2893.0,3107.7,1957,1987,31,567.0,1459.9848070079386,2365.0,0.0,0.0,35.88333333333247,36.46249999999918,-7.413057454427474,-8.31295979817753,36.125904978517056,-7.780106280273562,20.649,6.55,0.6166863463532666,0.18210251954821893,30.0,366.4925015407793,1353.0
52,1286650,68.0,47.6,1962,1986,25,279.0,679.5401785714286,1698.0,0.0,0.0,36.85416666666589,36.97283528645738,-7.729166666667027,-7.817960611979515,36.91117168410312,-7.778355284792732,0.617,0.3,0.7839529411764706,0.5445378151260504,11.0,534.4642857142857,1338.0
53,1289400,419.0,337.9,1952,1987,36,245.0,498.8322903629537,916.0,0.0,0.0,39.05097656249916,39.21513671874919,-9.815124511719148,-10.120833333333678,39.1388290309337,-9.954984256171182,22.137,3.01,4.564765632458234,0.7696478248002366,49.0,173.898125,353.0
54,1304100,110.0,109.5,1971,1988,18,23.0,476.09424920127793,1612.0,0.0,0.0,-5.3267130533856175,-5.212892659505428,35.524048105874556,35.36666666666554,-5.2705025395173,35.45036268730541,0.692,0.45,0.5435345454545454,0.3550684931506849,330.0,638.7060702875399,1178.0
55,1304800,1353.0,1390.0,1969,1987,19,258.0,731.8945500633714,1779.0,0.0,0.0,-3.8102620442710986,-3.3272379557293448,35.11172332763573,34.56666666666564,-3.5833835832379295,34.84356862849649,0.667,2.17,0.042593348115299336,0.13488345323741008,22.0,342.36742712294046,906.0
56,1308100,1673.0,1762.0,1976,1988,13,1430.0,1778.986870448251,3197.0,0.0,0.0,-5.606133015950661,-4.910647583007972,32.90726521809802,32.39166666666557,-5.242343711797976,32.65240169717441,1.723,2.96,0.0889821876867902,0.14514415437003406,29.0,221.81023169981546,1173.0
57,1308110,960.0,1003.0,1959,1988,30,1445.0,2166.879061371841,3691.0,0.0,0.0,-5.300810750325752,-4.800325520833439,32.762499999998965,32.308333333332314,-5.032234089082864,32.496941102935345,2.486,1.34,0.22374,0.11542971086739781,31.0,649.1853790613718,1554.0
58,1309200,848.0,841.5,1976,1988,13,1066.0,2190.548118985127,4019.0,0.0,0.0,-8.647724405924635,-7.923108927408975,31.083209228514704,30.858333333332325,-8.256093532319953,30.96684823486666,2.492,0.18,0.25390188679245285,0.01848128342245989,542.0,1043.8215223097113,1768.0
59,1309520,1627.0,1689.7,1976,1988,13,558.0,882.5193352508788,1566.0,0.0,0.0,-6.471859741211119,-5.587500000000148,33.19166666666564,32.81249999999898,-6.042768042858423,33.00996718726698,3.829,3.13,0.20333472649047327,0.16004734568266557,45.0,257.9833883505484,682.0
60,1309570,690.0,673.2,1977,1988,12,655.0,1101.8274666666666,1512.0,0.0,0.0,-6.0399281819663315,-5.475000000000136,33.39348195393785,33.100858052570516,-5.770565131508516,33.24960578278844,1.442,1.53,0.18056347826086955,0.19636363636363635,48.0,272.4368983957219,615.0
61,1309620,1036.0,1020.9,1975,1987,13,869.0,1623.1145374449338,2341.0,0.0,0.0,-5.6731597900392785,-5.060647583008063,33.20833333333235,32.949638366698196,-5.362774754509305,33.06574103580163,16.693,2.36,1.392157528957529,0.19972965030855128,97.0,347.5876343138982,638.0
62,1309650,220.0,226.6,1971,1988,18,12.0,255.13646877409406,978.0,0.0,0.0,-5.857943725586097,-5.630861409505371,35.593632761636286,35.42672882079967,-5.731403063004931,35.51284325360992,1.547,0.79,0.6075490909090909,0.3012180052956752,112.0,423.1676970633694,795.0
63,1309660,40.0,26.4,1976,1987,12,42.0,114.69536423841059,427.0,0.0,0.0,-5.739277140299691,-5.675000000000239,35.62535451253149,35.54999999999893,-5.7098258104003365,35.58565341537857,0.627,0.09,1.35432,0.29454545454545455,80.0,180.52980132450332,386.0
64,1309675,667.0,664.3,1969,1988,20,98.0,537.5544685351666,1608.0,0.0,0.0,-5.640324910481922,-5.241666666666902,35.26087366739796,34.929408264159065,-5.436511877722044,35.091523715533526,15.364,2.5,1.9901793103448278,0.3251542977570375,181.0,512.4011105235326,1233.0
65,1309810,3435.0,3471.8,1956,1990,35,742.0,1734.7221161290322,2984.0,0.0,0.0,-5.187500000000114,-4.07350972493515,33.683157857258095,33.02690226236882,-4.653710939965797,33.40689209424269,6.292,7.79,0.15826165938864628,0.19386370182614207,20.0,363.85376554999226,1365.0
