,GRDC_NO,R_AREA,H_AREA,START,END,LENGTH,MIN_Z,MN_Z,MAX_Z,E_NORM_CRLF,ERR_HI,BW,BE,BN,BS,CX,CY,R_Q,H_Q,R_R,H_R,MIN_R,MN_R,MAX_R
262,2589100,1675.1,1671.5,1993,2003,11,41.0,394.4607060306787,1227.0,0.0,0.0,133.8064453124988,134.41124674479045,35.34999999999923,34.85833333333255,134.08228760139266,35.103487635137874,62.454,38.54,3.221315503552027,1.992136404427161,60.0,374.9176309699137,946.0
263,2589101,1996.1,2027.0,1993,2003,11,3.0,355.2836584308626,1227.0,0.0,0.0,133.8064453124988,134.41124674479045,35.34999999999923,34.67419230143162,134.0964659598705,35.05250978748332,60.551,45.33,2.6209139822654177,1.932171682289097,60.0,359.9017361111111,946.0
264,2589200,3807.0,3825.9,1986,2003,18,12.0,420.5128453038674,1225.0,0.0,0.0,132.18966471354042,133.19403483072801,35.13970540364511,34.57499999999925,132.73692236848157,34.8553987994779,151.051,96.18,3.4281078014184394,2.172025405786874,68.0,336.6985544609152,900.0
265,2589201,2890.0,2883.5,1993,2003,11,85.0,449.6625924341502,1225.0,0.0,0.0,132.3752929687488,133.19403483072801,35.10609537760354,34.57499999999925,132.82855153432877,34.82215987274232,111.972,71.57,3.3475366089965397,2.144493844286457,79.0,314.75739608801956,715.0
266,2589202,1981.0,2005.2,1993,2003,11,151.0,448.589010989011,1225.0,0.0,0.0,132.3752929687488,133.19403483072801,35.083072916666026,34.57499999999925,132.87740341445706,34.791131068616735,59.11,49.26,2.578043412417971,2.122513464991023,79.0,302.08099551490636,715.0
267,2589210,697.7,698.8,1993,2003,11,76.0,1104.515494343335,2809.0,0.0,0.0,137.71249999999895,138.03514811197783,36.98920084635347,36.61698811848885,137.86285960940364,36.81264625697782,49.637,24.09,6.146820696574459,2.978500286204923,244.0,879.3096932515338,1621.0
268,2589220,637.0,599.3,1993,2003,11,231.0,1689.5,2902.0,0.0,0.0,137.51249999999868,137.76071777343623,36.90416666666596,36.391666666666026,137.65582468439814,36.65096527013813,24.969,21.12,3.38669010989011,3.044832304355081,572.0,1079.741166331514,1669.0
269,2589230,1120.0,1111.5,1993,2003,11,7.0,1011.9613767325961,2617.0,0.0,0.0,136.75416666666547,137.07276204426955,36.735223388671216,35.919018554686716,136.92634310248445,36.249090653792216,31.666,42.19,2.442805714285714,3.279546558704453,11.0,706.4515373809895,1375.0
270,2589240,1127.0,1092.0,1993,2003,11,5.0,502.9230650154799,2014.0,0.0,0.0,139.45971679687375,139.92151692708205,38.27916666666596,37.83749999999918,139.71596058673612,38.04938456410523,124.889,27.34,9.574453948535936,2.163164835164835,101.0,536.1979938271605,1421.0
271,2589250,703.0,713.2,1993,2003,11,3.0,698.0700024055809,2358.0,0.0,0.0,138.0083333333322,138.39583333333223,37.1248168945304,36.79230550130126,138.21160763033305,36.9456718162622,52.309,28.18,6.428872830725462,3.4138418395961865,11.0,536.821858449687,1372.0
272,2589300,817.1,844.5,1993,2003,11,3.0,295.67496860611135,671.0,0.0,0.0,132.89166666666563,133.4728027343739,34.72083333333262,34.39803466796815,133.19877724993756,34.574723519536285,10.487,19.22,1.1088934035001836,1.9663801065719357,55.0,279.38392296420346,523.0
273,2589310,1985.8,1960.3,1993,2003,11,35.0,486.7787356321839,1216.0,0.0,0.0,133.13828938801964,133.71972656249875,35.18964640299407,34.676835123697174,133.41947302738228,34.9090145114055,63.746,44.7,2.7735191862221775,1.9701474264143244,111.0,345.3573676166502,774.0
274,2589320,1586.6,1566.6,1993,2003,11,28.0,415.5569890060579,1127.0,0.0,0.0,133.5065185546864,134.01438802083203,35.34166666666596,34.73557128906185,133.75539292166448,35.043139108806805,55.255,35.32,3.0089701247951592,1.9479433167368825,114.0,349.47244623655916,738.0
275,2589350,1558.0,1612.0,1993,2003,11,13.0,479.904400440044,1662.0,0.0,0.0,135.26986490885292,136.1350341796864,34.48098144531184,34.1044026692702,135.70969392436146,34.2933316960306,48.804,51.55,2.706460590500642,2.7629776674937965,62.0,497.99681283657543,1174.0
276,2589351,1048.9,1102.8,1993,2003,11,59.0,556.1536730429192,1662.0,0.0,0.0,135.52314453124882,136.1350341796864,34.48098144531184,34.18333333333271,135.84344780170517,34.32483184461879,37.242,37.16,3.0676983506530653,2.9113384113166485,111.0,529.930646973832,1174.0
277,2589360,962.0,969.2,1993,2003,11,14.0,211.4816639299398,1073.0,0.0,0.0,135.48749999999882,135.94616699218625,34.77896118163994,34.3440348307285,135.74120424197122,34.539052232163854,25.178,27.78,2.26130893970894,2.4764671894345853,9.0,276.140590809628,909.0
278,2589370,1656.0,1683.2,1993,2003,11,11.0,232.19554998433094,922.0,0.0,0.0,134.7838541666655,135.40025227864453,35.301416015624284,34.73760172525971,135.03809150368622,35.00343609196741,41.546,38.37,2.167617391304348,1.9695627376425853,34.0,285.4646549023703,756.0
279,2589380,795.5,787.7,1993,2003,11,4.0,436.0448260481713,1319.0,0.0,0.0,134.45969238281123,134.72083333333205,35.33333333333269,34.77839558919209,134.56333941051517,35.07612268653129,25.767,18.38,2.798578001257071,2.016036562142948,27.0,459.1013588772555,775.0
280,2589390,1239.6,1313.8,1993,2003,11,6.0,701.8438243850833,2003.0,0.0,0.0,136.20644531249877,136.83749999999873,36.16277669270755,35.75712483723885,136.58407353599515,35.96520763455355,95.924,48.02,6.685893514036786,3.1579601156949306,5.0,629.4068400897927,1149.0
281,2589400,2688.0,2710.7,1986,2003,18,1.0,949.8917315299221,2953.0,0.0,0.0,136.95128580729045,137.64987792968623,36.716115315754564,36.0036580403638,137.26227165406,36.3262773871573,150.436,101.95,4.835442857142858,3.2495222636219427,17.0,627.9744816586922,1696.0
282,2589410,1344.3,1350.2,1993,2003,11,17.0,312.0305036344756,914.0,0.0,0.0,135.05551757812373,135.7915527343738,35.452307128905545,35.099999999999284,135.37978206866478,35.27026597036642,51.927,33.26,3.337419326043294,2.1283246926381274,84.0,347.31762108817037,668.0
283,2589420,837.0,848.3,1993,2003,11,7.0,404.0270381836945,1444.0,0.0,0.0,134.5041666666657,134.93964029947801,35.53225911458253,35.17314656575445,134.73846249818132,35.34507485817927,36.835,21.61,3.8023225806451615,2.2009949310385477,139.0,518.268434134217,924.0
284,2589503,2595.9,2546.4,1993,2003,11,356.0,1110.6993268511594,2661.0,0.0,0.0,138.06480305989453,138.739298502603,36.55505777994716,35.8708333333326,138.38918618079936,36.233944777143336,58.637,84.81,1.9516301860626373,2.8776248821866166,38.0,515.7099361152643,1418.0
285,2589504,2036.4,2018.7,1993,2003,11,471.0,1176.8792378336623,2661.0,0.0,0.0,138.07159016926948,138.739298502603,36.433333333332655,35.8708333333326,138.43133865735706,36.181230797751596,54.439,64.98,2.30972775486152,2.781132411948284,38.0,503.07900154400414,1418.0
286,2589505,1408.0,1369.5,1993,2003,11,83.0,633.9625140572285,1992.0,0.0,0.0,138.76658528645714,139.23670247395717,37.414876302082575,36.814046223957575,138.99422524270506,37.139853655187174,156.623,52.56,9.610956818181817,3.3159430449069007,69.0,660.0672595190381,1538.0
287,2589506,2773.0,2770.5,1993,2003,11,367.0,1196.7466600074915,2987.0,0.0,0.0,137.5499999999987,138.1398518880195,36.670833333332496,35.81249999999932,137.8515811711565,36.317383978927694,116.227,108.47,3.6213533357374685,3.3827135896047644,32.0,679.7494847292486,1597.0
288,2589551,2714.9,2720.1,1993,2003,11,166.0,721.1133943114897,1996.0,0.0,0.0,139.60556640624884,140.28333333333205,37.82747395833263,37.037499999999284,139.94710276144522,37.4495896082512,114.179,64.22,3.633675494493352,2.039854417117018,-1.0,443.51762348963877,1183.0
289,2589552,868.0,885.2,1993,2003,11,303.0,859.3153118362618,1782.0,0.0,0.0,139.60556640624884,140.11424967447795,37.414198811848166,37.037499999999284,139.84952144311936,37.2271331881052,37.942,21.88,3.776715207373272,2.135598734749209,138.0,545.6005403319182,1119.0
290,2589600,1740.3,1444.4,1993,2003,11,6.0,358.0667268826917,1487.0,0.0,0.0,140.1254394531237,140.86172688801946,40.808142089842875,40.39997965494712,140.50160558143187,40.55882253362069,78.738,34.73,3.909074987071195,2.077452229299363,4.0,368.8352529358627,1295.0
291,2589610,937.0,901.0,1993,2003,11,1.0,340.2204172050951,2005.0,0.0,0.0,140.00168457031123,140.3600585937487,39.39359537760339,39.01284179687417,140.19066449787704,39.21059584347979,63.37,24.78,5.843295624332977,2.376239733629301,53.0,332.1008682800665,1289.0
292,2589620,695.1,869.7,1993,2003,11,1.0,474.06059436511,1690.0,0.0,0.0,139.7022379557278,140.0124999999988,38.85551757812431,38.31666666666598,139.83160312585719,38.56564537973267,84.321,22.44,10.480987483815278,2.229292859606761,3.0,459.3858024691358,958.0
293,2589702,3769.5,4289.7,1993,2003,11,53.0,485.9363943706266,1976.0,0.0,0.0,139.72916666666538,140.61666666666542,38.722424316405466,37.73248291015557,140.19076618408587,38.22421267912403,225.849,99.14,5.176642419419021,1.9968053710049654,6.0,415.2900294985251,1241.0
294,2589703,2146.9,2114.8,1993,2003,11,88.0,516.7521381184557,1976.0,0.0,0.0,139.72916666666538,140.29695638020712,38.414145914712776,37.73248291015557,140.06400938806487,38.05180946943238,123.544,48.84,4.971913736084587,1.9953546434651033,6.0,405.29068094629156,1241.0
295,2589704,1917.9,978.1,1993,2003,11,202.0,508.3925913103687,1976.0,0.0,0.0,139.93374023437366,140.29329427083212,38.22083333333262,37.73248291015557,140.11966325107937,37.931177953284596,45.714,21.81,2.0593824495542,1.926576014722421,6.0,371.15883166263393,1241.0
296,2589705,617.6,653.8,1993,2003,11,49.0,338.8045977011494,1197.0,0.0,0.0,140.08969726562384,140.4916666666653,39.064353434244026,38.792299397785655,140.26829791078518,38.92227943764904,52.85,17.44,7.3935233160621765,2.3047048026919548,41.0,351.044376434583,774.0
297,2589750,4035.0,4022.0,1986,2003,18,5.0,359.7466809598417,1606.0,0.0,0.0,140.1392333984362,140.87916666666558,40.00170084635346,38.8743835449211,140.55217943302648,39.417348429073265,252.128,109.59,5.3987259479553895,2.3541959224266535,6.0,353.00869314436386,1024.0
298,2589751,3336.5,3331.0,1993,2003,11,17.0,409.00408386871857,1606.0,0.0,0.0,140.32654622395694,140.87916666666558,40.00170084635346,38.8743835449211,140.5954737340289,39.38917243184907,233.689,90.48,6.05146998351566,2.3468844190933655,6.0,390.54236781838097,1024.0
299,2589752,1882.1,1914.2,1993,2003,11,19.0,359.388314059647,1516.0,0.0,0.0,140.32654622395694,140.82916666666551,39.457051595051325,38.8743835449211,140.55446607454263,39.16208909054605,119.316,51.58,5.477340417618618,2.3281329014732,6.0,355.432073011734,951.0
300,2589753,1240.0,1252.9,1993,2003,11,46.0,456.02367336081926,1516.0,0.0,0.0,140.32654622395694,140.82916666666551,39.30567016601492,38.8743835449211,140.55671952750347,39.079502335344515,75.053,33.35,5.22949935483871,2.299816425891931,11.0,440.89295212765956,951.0
301,2589754,1088.0,1074.8,1993,2003,11,40.0,547.3333333333334,1606.0,0.0,0.0,140.4612223307281,140.87916666666558,40.00170084635346,39.53942871093676,140.66697098316038,39.75789496931823,78.484,29.41,6.23255294117647,2.3641831038332715,16.0,478.5213255599877,1024.0
302,2589800,3750.4,3745.4,1986,2003,18,13.0,389.8137671322853,1581.0,0.0,0.0,140.10131022135283,141.0322835286446,40.48284098307215,39.795833333332496,140.57293269010668,40.17832866401655,208.447,95.5,4.802106655290102,2.2030223741122446,28.0,381.5265643447462,1042.0
303,2589801,2109.0,2089.6,1993,2003,11,24.0,404.3198212325545,1581.0,0.0,0.0,140.33140462239464,141.0322835286446,40.48284098307215,39.958333333332575,140.70707901053615,40.24870923543523,106.081,52.25,4.345850355618777,2.1604134762633995,28.0,380.4949471210341,936.0
304,2589802,1667.4,1177.8,1993,2003,11,78.0,496.8762700069589,1581.0,0.0,0.0,140.64071451822792,141.0322835286446,40.45575561523361,39.958333333332575,140.83838881614784,40.2147493064714,58.306,29.22,3.021253688377114,2.14349465104432,55.0,406.7018495341399,936.0
305,2590100,2315.0,2279.1,1978,2003,26,2.0,435.33866141732284,1724.0,0.0,0.0,130.43640950520717,131.3024251302072,33.554166666665935,33.00035603841076,130.90637064405217,33.279226563936575,117.261,92.27,4.376393261339093,3.4979281295248126,4.0,369.0987868284229,847.0
306,2590101,1443.0,1433.7,1993,2003,11,49.0,587.0953275710885,1724.0,0.0,0.0,130.822062174478,131.3024251302072,33.47083333333268,33.00035603841076,131.05099106474452,33.214651843753344,78.086,60.72,4.675419542619543,3.659209039548023,67.0,406.043494610178,847.0
307,2590200,695.0,702.8,1993,2003,11,3.0,178.3220554566268,1124.0,0.0,0.0,130.57460937499877,130.92916666666554,33.7488077799473,33.44829915364511,130.75665105607283,33.59875662128594,27.746,24.87,3.4492869064748204,3.057438816163916,33.0,315.5895541401274,838.0
308,2590210,275.0,257.5,1993,2003,11,9.0,227.54216027874565,853.0,0.0,0.0,129.89807128906136,130.14869791666547,33.40677897135356,33.16249999999923,130.01077344384734,33.295813710507176,11.962,8.98,3.7582429090909093,3.013095145631068,118.0,377.79944289693594,806.0
309,2590220,906.0,888.5,1993,2003,11,4.0,256.04639384116695,1042.0,0.0,0.0,130.52723795572797,131.0083333333323,33.17136637369725,32.88012491861912,130.76668002065557,33.01091628386413,36.908,37.65,3.5197033112582785,3.6611817670230726,31.0,282.6239368165249,800.0
310,2590230,1348.0,1345.6,1993,2003,11,5.0,324.74749661705005,1483.0,0.0,0.0,130.33529459635292,130.9602620442697,32.187499999999375,31.728706868488985,130.60899071685472,31.979967854189464,88.161,58.17,5.650675370919882,3.735053507728894,42.0,336.4646709816613,977.0
311,2590300,1856.0,1818.5,1986,2003,18,25.0,581.2542643391521,1689.0,0.0,0.0,130.53147786458214,131.11068522135292,32.58158976236922,32.08471069335866,130.82264100324377,32.320749801548494,117.823,87.02,5.4848637931034485,4.134466868298047,41.0,548.5025451641881,1146.0
312,2590301,1137.0,1137.8,1993,2003,11,105.0,669.2857825948358,1689.0,0.0,0.0,130.72521158854056,131.11068522135292,32.58158976236922,32.08471069335866,130.90707877910563,32.34149230600804,80.605,55.68,6.125129287598945,4.228117419581649,41.0,588.5903518548002,1146.0
313,2590400,2126.0,2106.6,1986,2003,18,2.0,339.62696765265525,1572.0,0.0,0.0,130.86249999999893,131.41101888020728,32.24583333333271,31.59397989908797,131.09417560802174,31.919699985903943,150.649,100.46,6.122330009407337,4.120262033608658,22.0,303.6704486402217,1029.0
314,2590401,860.6,863.1,1993,2003,11,121.0,300.9492600422833,1457.0,0.0,0.0,130.86644694010295,131.26852213541554,31.939919026691996,31.59397989908797,131.04332701279773,31.778004370384767,62.608,39.5,6.285534743202416,3.954118873826903,22.0,241.7691167125609,1029.0
315,2591100,1807.6,1945.5,1986,2003,18,3.0,414.80546327057954,1396.0,0.0,0.0,132.56383463541545,133.21911621093648,33.48003133137945,32.89803466796809,132.8950806992857,33.23982995681663,134.583,65.81,6.432823190971454,2.9226337702390133,98.0,464.57069076823757,953.0
316,2591200,944.6,933.2,1993,2003,11,127.0,805.5030651340996,1856.0,0.0,0.0,132.82686360676962,133.23526204426958,33.7710347493483,33.44583333333276,133.02838095284616,33.61318546681618,42.9,28.75,3.923946644082151,2.6618088298328333,237.0,691.4536576024511,1199.0
317,2591201,1462.7,1447.8,1993,2003,11,14.0,663.1070634724623,1856.0,0.0,0.0,132.82686360676962,133.44999999999902,33.7710347493483,33.44583333333276,133.1235608614469,33.60127691685855,99.499,45.7,5.877291037123128,2.7272275176129304,117.0,656.542243083004,1199.0
318,2591210,445.0,462.5,1993,2003,11,9.0,393.6494408021597,1317.0,0.0,0.0,132.7308593749989,132.99583333333226,33.94975585937425,33.68183797200453,132.86374513355827,33.811693431940384,8.246,12.5,1.6010211235955059,2.3351351351351353,11.0,516.7881126978001,1036.0
319,2591220,984.0,981.0,1993,2003,11,21.0,416.4450729927007,1318.0,0.0,0.0,132.4491455078113,132.907023111978,33.69999999999931,33.326916503905636,132.6987168611958,33.49160610749092,35.336,29.77,3.1026731707317077,2.6219449541284403,198.0,485.9479832086147,962.0
320,2591230,765.0,783.9,1993,2003,11,6.0,643.3253697383391,1830.0,0.0,0.0,134.03333333333205,134.62280273437386,33.94909261067647,33.68553466796811,134.2949231472794,33.80898851614936,60.653,22.73,6.850221176470588,2.5052583237657866,102.0,636.7617854702801,1188.0
321,2591800,2810.0,2741.7,1978,2003,26,32.0,717.4777070063694,1853.0,0.0,0.0,133.15833333333228,134.25416666666558,34.19999999999925,33.656479899087856,133.75685092461137,33.88596865375063,117.239,78.15,3.604786334519573,2.4627639785534523,259.0,726.7820321133719,1238.0
322,2591801,3044.0,2997.8,1993,2003,11,11.0,679.3211101866159,1853.0,0.0,0.0,133.15833333333228,134.35276692708203,34.202980550129496,33.656479899087856,133.80032526058952,33.90289744315719,121.705,84.06,3.4544388961892247,2.422704650076723,31.0,704.534986029368,1238.0
323,2591802,2073.8,1946.0,1993,2003,11,81.0,784.4124060839289,1846.0,0.0,0.0,133.15833333333228,134.09583333333217,34.08105672200452,33.656479899087856,133.63093928926227,33.83420847466214,102.194,58.17,4.25767267817533,2.5826762589928056,308.0,730.5480029314767,1153.0
324,2901100,207.0,144.1,1978,1987,10,116.0,615.1395486935867,1374.0,0.0,0.0,-179.55736074447626,-179.23528588612876,66.60196533203111,66.42916666666645,-179.39885641445048,66.50788470131144,2.126,1.0,0.8873739130434782,0.5995836224843859,301.0,808.4091448931116,1216.0
325,2902600,3760.0,2714.7,1978,1987,10,186.0,717.0194928172202,1842.0,0.0,0.0,157.47723795572767,158.47054036458178,54.61632080078016,53.979166666665606,157.99235586829874,54.25576481878457,101.606,55.74,2.334776170212766,1.7740214388330204,10.0,549.0748544496812,1156.0
326,2902700,4750.0,4835.7,1978,1987,10,11.0,652.3441368207132,3250.0,0.0,0.0,157.72818196614423,158.82335611979,53.99305369059141,53.079522705077125,158.24303701439683,53.51766007511249,128.738,93.02,2.341676463157895,1.6619988833054158,9.0,589.2652350551364,2563.0
327,2903100,4790.0,4803.2,1978,1987,10,402.0,928.8982159624413,1687.0,0.0,0.0,114.60450846354081,116.53947347005123,58.70152994791647,57.83545735677069,115.56648342921997,58.31396629679599,53.572,31.49,0.9663091440501045,0.5664423717521652,70.0,387.89726734904684,801.0
328,2903200,1290.0,1224.0,1978,1987,10,171.0,271.91061910619106,374.0,0.0,0.0,118.6435709635407,120.04097900390525,62.304477945963356,61.98894653320286,119.39256584126501,62.122357217404925,2.675,6.09,0.1791627906976744,0.4298823529411765,19.0,78.32600492206727,152.0
329,2903400,613.0,442.8,1936,1992,57,896.0,1184.0181571815717,1673.0,0.0,0.0,124.38981526692612,124.79351806640511,56.12813924153642,55.88774414062482,124.57451232814111,56.00891960747733,9.983,3.89,1.4070655791190867,0.7590243902439026,142.0,360.72168021680216,547.0
330,2903500,3550.0,3524.2,1978,1987,10,199.0,291.19250494226856,371.0,0.0,0.0,127.04999999999905,129.19727376301967,62.22811279296843,61.61049601236948,128.08392922922738,61.94083519139598,2.309,16.79,0.05619650704225353,0.41162703592304634,10.0,53.40379046362933,105.0
331,2903930,20.3,24.4,1978,1987,10,182.0,261.8838174273859,291.0,0.0,0.0,135.56666666666547,135.71666666666545,61.89583333333309,61.85074666341126,135.63219732246003,61.876836931222975,0.014,0.11,0.059586206896551724,0.38950819672131143,25.0,108.29460580912863,142.0
332,2903950,469.0,474.7,1978,1987,10,165.0,317.41424450854225,449.0,0.0,0.0,120.10216471354067,120.46444498697815,60.78416137695291,60.406329345703,120.27883993454891,60.61246434332026,0.928,2.49,0.17095778251599147,0.45320412892353074,30.0,120.56550653956994,274.0
333,2903960,170.0,197.8,1978,1987,10,123.0,247.51479591836735,301.0,0.0,0.0,129.15833333333217,129.53980305989467,62.039465332031,61.87264607747369,129.32220861966002,61.950620019103035,0.067,0.71,0.03405176470588236,0.3101314459049545,10.0,72.60951893551689,163.0
334,2904200,3420.0,4311.4,1978,1987,10,35.0,333.230099619748,1510.0,0.0,0.0,142.24284667968618,143.31969401041545,51.363482666014704,50.48333333333238,142.74409402276694,50.86202017274552,54.945,33.55,1.388084210526316,0.6723384515470613,10.0,257.3837764787227,985.0
335,2904850,679.0,667.3,1978,1987,10,28.0,341.52405834966254,741.0,0.0,0.0,142.2564046223946,142.60305175781116,47.64359537760333,47.17916666666582,142.40773347311037,47.4046360694075,19.676,8.39,2.5036913107511043,1.0863120035965834,153.0,334.51492699934624,543.0
336,2905800,549.0,559.9,1978,1987,10,256.0,672.4296028880866,1248.0,0.0,0.0,133.16064453124875,133.5791666666654,43.7073486328116,43.45861002604079,133.36003858308908,43.58837065417016,5.388,5.62,0.8479475409836066,0.8672405786747633,74.0,359.448486531519,616.0
337,2906100,575.0,570.3,1978,1987,10,635.0,1020.1874422899353,1289.0,0.0,0.0,113.61890462239501,114.21783854166574,52.361393229165685,51.93333333333237,113.88903116591867,52.17177827429652,1.608,1.86,0.2416194782608696,0.281788532351394,110.0,240.66797506349573,453.0
338,2906600,2910.0,2912.3,1978,1987,10,205.0,401.17013754358777,1018.0,0.0,0.0,130.81446126301967,131.78954264322806,49.32116190592353,48.52693583170486,131.36128114564949,48.92230349493039,32.823,16.48,0.974538556701031,0.48891666380523985,26.0,207.35410915782847,617.0
339,2906650,155.0,114.0,1978,1987,10,81.0,180.64524103831891,725.0,0.0,0.0,132.8637776692699,132.9643880208322,49.07499999999902,48.80223795572812,132.91653757186802,48.951728268341576,1.425,0.78,0.7943225806451613,0.5911578947368421,7.0,185.40296662546353,574.0
340,2906850,3350.0,3323.8,1978,1987,10,189.0,594.1363762486127,1395.0,0.0,0.0,134.06416829426962,135.06909993489455,44.536621093749204,43.99807128906167,134.5550583869084,44.26932035489804,26.257,29.14,0.6771954626865673,0.7574751790119743,113.0,383.96165587419057,972.0
341,2906860,4730.0,4792.0,1978,1987,10,101.0,403.2430124468253,1387.0,0.0,0.0,133.83333333333212,135.15613606770717,45.62854614257725,44.96388956705641,134.50282550014154,45.29567126607951,41.915,36.48,0.7656355179704016,0.6577362270450751,8.0,303.2108297108297,897.0
342,2906880,-999.0,9779.5,1980,1990,11,,,,0.0,0.0,,,,,,,,,,,,,
343,2907100,1130.0,1126.1,1978,1987,10,472.0,1516.6573301549463,2283.0,0.0,0.0,103.56249999999932,104.48749999999927,51.47426554361965,51.11674194335927,104.0167468614558,51.295911762564174,24.468,17.65,1.870827610619469,1.3541958973448183,179.0,745.9166666666666,1251.0
344,2907200,565.0,319.5,1978,1987,10,639.0,1089.0445647646814,1544.0,0.0,0.0,106.28101399739501,106.57916666666597,51.8258809407551,51.561102294921795,106.40174857706138,51.70366276401199,12.292,1.04,1.8796969911504424,0.2812394366197183,182.0,406.04338756779305,669.0
345,2908500,590.0,591.0,1978,1987,10,449.0,726.4522478192798,965.0,0.0,0.0,103.80354003906183,104.21870930989519,52.16750895182281,51.81462402343749,104.01896248711743,51.990240753511095,2.874,7.16,0.4208705084745763,1.046741116751269,92.0,208.84553391537946,389.0
346,2909100,323.0,182.8,1978,1987,10,44.0,72.1880035810206,127.0,0.0,0.0,86.52634887695274,86.89999999999952,67.7025492350258,67.48412984212217,86.6815975668826,67.5892384773317,4.997,1.89,1.3366588235294117,0.8933041575492341,19.0,44.28660994178236,85.0
347,2909300,1480.0,1467.0,1978,1987,10,329.0,665.2680876358696,1452.0,0.0,0.0,92.51019694010364,93.32337239583285,54.71079305013001,54.34115600585932,92.89554761724911,54.52506363115213,17.936,16.3,1.0470745945945945,0.9600000000000001,134.0,381.1340293693235,927.0
348,2909350,867.0,876.3,1978,1987,10,797.0,1444.0423402617398,2338.0,0.0,0.0,95.79166666666612,96.33658854166612,51.3227620442708,50.79166666666657,96.04641468938952,51.057999320583455,5.54,5.84,0.552083044982699,0.5758028072577884,128.0,451.1587301587302,789.0
349,2909900,301.0,450.9,1978,1987,10,88.0,217.96489493201483,439.0,0.0,0.0,92.42790120442652,92.92411295572856,58.83386433919253,58.61059773762997,92.65875607761845,58.714312811898836,2.914,4.64,0.836443853820598,0.8891017964071856,49.0,155.63510848126234,321.0
350,2909950,32.3,25.4,1978,1987,10,135.0,389.49387755102043,765.0,0.0,0.0,93.37618001302036,93.43986409505163,61.09975789387994,61.01666666666654,93.4072851924527,61.06205978736947,0.303,0.29,0.8105015479876161,0.9864566929133858,219.0,537.8,647.0
351,2910450,4720.0,4680.5,1978,1987,10,177.0,884.7367566643883,1974.0,0.0,0.0,84.31426595052051,85.58566894531202,52.20196533203125,50.93973795572913,84.98235734881774,51.60999929082072,33.736,42.3,0.6175403389830508,0.7808396538831321,24.0,408.97519649162774,986.0
352,2910460,780.0,774.0,1978,1987,10,251.0,638.8568735001714,1351.0,0.0,0.0,85.87522989908814,86.27273559570278,52.02499999999998,51.63903605143224,86.07697954390937,51.82329132754447,8.466,5.42,0.9377723076923076,0.6050232558139536,147.0,393.3020512820513,763.0
353,2910500,3320.0,3311.7,1978,1987,10,240.0,813.4270876926004,1837.0,0.0,0.0,88.09044392903604,89.22393188476514,54.42372436523425,53.65964762369788,88.64223076124571,54.06007186103338,146.248,23.94,3.8059720481927712,0.624578313253012,89.0,464.46276717121776,942.0
354,2911920,371.0,318.2,1978,1987,10,94.0,135.44452690166975,156.0,0.0,0.0,74.99405619303366,75.39412027994769,56.735593668619686,56.48383178710918,75.20604899250002,56.63248160617788,0.626,1.78,0.14578544474393532,0.48331866750471403,4.0,22.496843668770886,51.0
355,2911940,478.0,488.5,1978,1987,10,57.0,95.83950046253469,105.0,0.0,0.0,68.42499999999995,69.01442871093735,58.336968994140534,58.12499999999977,68.72676270755393,58.24091190531892,2.082,1.24,0.37632803347280336,0.21931627430910952,3.0,18.179796107506952,74.0
356,2919600,1870.0,1871.4,1978,1987,10,232.0,491.92880978865406,726.0,0.0,0.0,56.627856445311465,57.58333333333218,52.92696634928325,52.478818766275424,57.113005717836835,52.69284265820814,17.193,5.21,0.7943717647058824,0.24053863417762103,44.0,161.67278287461772,329.0
357,2962017,1750.0,1771.0,1978,1987,10,431.0,960.0157840558161,1941.0,0.0,0.0,98.30416666666605,98.65457763671805,19.693900553384992,19.0250935872391,98.4687167386895,19.325950984948356,16.232,17.06,0.8013970285714285,0.8322891022021456,85.0,474.3128644939966,1015.0
358,2964035,1284.0,1285.6,1977,1989,13,326.0,624.6379555134879,1554.0,0.0,0.0,99.52499999999941,99.80292561848898,19.499999999999545,18.805261230468318,99.6528547408198,19.119608015832107,6.81,11.44,0.4582429906542056,0.7688363410080896,41.0,294.8218572331017,933.0
359,2964051,148.0,153.8,1978,1987,10,336.0,1029.6455862977602,1829.0,0.0,0.0,100.96088053385347,101.13109537760346,19.34970296223912,19.195833333332928,101.06807917198896,19.259203717169935,6.576,2.13,3.838962162162162,1.1965669700910273,319.0,699.8609271523179,1052.0
360,2964078,833.0,947.2,1977,1989,13,117.0,508.70030514385354,1782.0,0.0,0.0,99.07471516927023,99.48138020833272,16.09428710937459,15.762499999999648,99.25824520842178,15.90150092820583,10.96,8.39,1.1367875150060025,0.7653040540540541,15.0,404.6559843034663,1272.0
361,2964120,-999.0,120798.0,1976,1997,22,,,,0.0,0.0,,,,,,,,,,,,,
362,2964123,-999.0,120797.2,1950,1971,22,,,,0.0,0.0,,,,,,,,,,,,,
363,2964127,-999.0,119115.5,1950,1969,20,,,,0.0,0.0,,,,,,,,,,,,,
364,2964128,-999.0,120963.4,1950,1980,31,,,,0.0,0.0,,,,,,,,,,,,,
365,2964140,1281.0,1273.0,1966,1977,12,25.0,95.23856794141578,577.0,0.0,0.0,100.63270263671802,100.98525797525974,15.456131998697572,14.905525716145405,100.81375412391907,15.195038014487007,6.262,1.67,0.4223550351288056,0.11334485467399842,4.0,106.83957654723127,498.0
